algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_observed,0.10888230127360563,0.017523056653491437,0.03913043478260869,0.005797101449275362,10
itemknn,cm100k_observed,0.07995169082125604,0.013175230566534914,0.027821695212999563,0.004216073781291173,10
listrankmf,cm100k_observed,0.07836282075412511,0.013175230566534914,0.02624066754501537,0.004347826086956522,10
randomguess,cm100k_observed,0.012077294685990338,0.0021080368906455866,0.006741326306543697,0.00158102766798419,10
slim,cm100k_observed,0.032400087834870445,0.006587615283267459,0.0165788317962231,0.0022397891963109357,10
svdpp,cm100k_observed,0.058426396469874735,0.010013175230566534,0.011418533157663592,0.001712779973649539,10
ranksgd,cm100k_observed,0.06128102975929064,0.009749670619235836,0.0198177426438296,0.0030303030303030307,10
userknn,cm100k_observed,0.06605182257356171,0.01080368906455863,0.024154589371980676,0.003557312252964427,10
smootheditemaverage,cm100k_observed,0.006712048016395843,0.0014492753623188406,0.002635046113306983,0.0006587615283267457,10
optimalobservedprecision,cm100k_observed,0.11202239789196311,0.017786561264822136,0.03869126043039087,0.005797101449275362,10
optimalobservedantiprecision,cm100k_observed,0.003416149068322981,0.000922266139657444,0.0037329819938515586,0.0005270092226613966,10
optimaltrueprecision,cm100k_observed,0.12550661898487986,0.019762845849802372,0.029578392621870883,0.0047430830039525695,10
optimaltrueantiprecision,cm100k_observed,0.009661835748792268,0.0022397891963109357,0.0,0.0,10
optimaltrueprecisionrestricted,cm100k_observed,0.0142417968504925,0.0032938076416337285,0.0,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed,0.009661835748792268,0.0022397891963109357,0.0,0.0,10
pnmf,cm100k_observed,0.052217830478700045,0.00922266139657444,0.030939833113746158,0.0047430830039525695,10
eals,cm100k_observed,0.010762908588995547,0.002635046113306983,0.009650856389986825,0.0018445322793148881,10
gbpr,cm100k_observed,0.06267331702114311,0.009749670619235836,0.033750548967940275,0.0054018445322793155,10
plsa,cm100k_observed,0.04309398331137461,0.008300395256916997,0.032828282828282825,0.004084321475625824,10
bpoissmf,cm100k_observed,0.007763975155279502,0.00158102766798419,0.002195871761089152,0.0003952569169960475,10
wrmf,cm100k_observed,0.05852251613121178,0.009749670619235836,0.032279314888010543,0.004084321475625824,10
wbpr,cm100k_observed,0.05452349582784365,0.010013175230566536,0.029622310057092666,0.004479578392621871,10
