algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_true_synthetic,0.0006404516840949479,0.0005692599620493359,0.013363650343428294,0.01774193548387097,10
itemknn,cm100k_true_synthetic,0.004766162364424011,0.0031309297912713477,0.012096030905710676,0.016413662239089185,10
listrankmf,cm100k_true_synthetic,0.00600504309290943,0.004459203036053131,0.0070430088668131125,0.010815939278937382,10
randomguess,cm100k_true_synthetic,0.006379134197653946,0.004364326375711575,0.011180521282711962,0.015180265654648957,10
slim,cm100k_true_synthetic,0.0007037027909893185,0.0005692599620493359,0.013288709524718762,0.01764705882352941,10
svdpp,cm100k_true_synthetic,0.009814490993788469,0.005313092979127135,0.007356407299484264,0.010531309297912714,10
ranksgd,cm100k_true_synthetic,0.007724041036910777,0.005218216318785579,0.010204322891935222,0.01394686907020873,10
userknn,cm100k_true_synthetic,0.0023789311989651546,0.0015180265654648956,0.015144177997765415,0.018690702087286525,10
smootheditemaverage,cm100k_true_synthetic,0.013544892056576866,0.007779886148007591,0.008346657539712962,0.012333965844402278,10
optimalobservedprecision,cm100k_true_synthetic,0.0015130240907318942,0.0012333965844402279,0.010029365874892827,0.015370018975332068,10
optimalobservedantiprecision,cm100k_true_synthetic,0.011794505304941737,0.006451612903225807,0.0075506350495172575,0.011290322580645162,10
optimaltrueprecision,cm100k_true_synthetic,0.024786634820392405,0.013092979127134726,0.006985950802921925,0.010246679316888047,10
optimaltrueantiprecision,cm100k_true_synthetic,0.011976815393623544,0.007020872865275142,0.003421101219205372,0.0051233396584440235,10
optimaltrueprecisionrestricted,cm100k_true_synthetic,0.020778876224921368,0.011480075901328275,0.0044696870765551806,0.006451612903225807,10
optimaltrueantiprecisionrestricted,cm100k_true_synthetic,0.020778876224921368,0.011480075901328275,0.0044696870765551806,0.006451612903225807,10
pnmf,cm100k_true_synthetic,0.001138449669109811,0.0010436432637571159,0.011793493312016675,0.01603415559772296,10
eals,cm100k_true_synthetic,0.0065401798887605575,0.003605313092979127,0.010313995511062851,0.015180265654648957,10
gbpr,cm100k_true_synthetic,0.002394300828835933,0.0018026565464895636,0.010690769904570418,0.014041745730550283,10
plsa,cm100k_true_synthetic,0.004361452378530177,0.003795066413662239,0.01245189600400214,0.01679316888045541,10
bpoissmf,cm100k_true_synthetic,0.007637510060353011,0.005313092979127135,0.007431228927133444,0.011385199240986717,10
wrmf,cm100k_true_synthetic,0.0038762079872973944,0.0025616698292220117,0.011045910759562103,0.014990512333965847,10
wbpr,cm100k_true_synthetic,0.002448191767348603,0.0016129032258064518,0.013499928706848968,0.017362428842504746,10
