algorithm,dataset,recall,precision,fallout,antiprecision,cutoff
mostpopular,cm100k_observed_synthetic,0.0051295896328293735,0.0007559395248380131,0.0709014707394837,0.015334773218142545,10
itemknn,cm100k_observed_synthetic,0.003959683225341973,0.0006479481641468683,0.02838372930165586,0.005615550755939526,10
listrankmf,cm100k_observed_synthetic,0.0029697624190064796,0.0005399568034557236,0.012077033837293015,0.0030237580993520523,10
randomguess,cm100k_observed_synthetic,0.004049676025917927,0.0006479481641468684,0.011429085673146147,0.0023758099352051837,10
slim,cm100k_observed_synthetic,0.00782937365010799,0.0010799136069114472,0.07635417738009531,0.016090712742980563,10
svdpp,cm100k_observed_synthetic,0.0032397408207343412,0.0003239740820734342,0.007893654221947958,0.0019438444924406051,10
ranksgd,cm100k_observed_synthetic,0.0019798416126709864,0.0003239740820734342,0.009809215262778977,0.0019438444924406047,10
userknn,cm100k_observed_synthetic,0.004049676025917927,0.0006479481641468684,0.06064143439953375,0.012958963282937365,10
smootheditemaverage,cm100k_observed_synthetic,0.0010799136069114472,0.00010799136069114472,0.0012598992080633548,0.0003239740820734342,10
optimalobservedprecision,cm100k_observed_synthetic,0.00413966882649388,0.0005399568034557236,0.030975521958243338,0.0064794816414686825,10
optimalobservedantiprecision,cm100k_observed_synthetic,0.0021598272138228943,0.00021598272138228944,0.0018358531317494598,0.0005399568034557236,10
optimaltrueprecision,cm100k_observed_synthetic,0.025377969762419007,0.0031317494600431968,0.021196304295656346,0.005183585313174947,10
optimaltrueantiprecision,cm100k_observed_synthetic,0.005939524838012959,0.0007559395248380131,0.0,0.0,10
optimaltrueprecisionrestricted,cm100k_observed_synthetic,0.010619150467962562,0.001511879049676026,0.0,0.0,10
optimaltrueantiprecisionrestricted,cm100k_observed_synthetic,0.005939524838012959,0.0007559395248380131,0.0,0.0,10
pnmf,cm100k_observed_synthetic,0.003779697624190065,0.0005399568034557236,0.03881518049984572,0.009179265658747302,10
eals,cm100k_observed_synthetic,0.003779697624190065,0.0004319654427645789,0.008099352051835854,0.0020518358531317494,10
gbpr,cm100k_observed_synthetic,0.004319654427645789,0.0005399568034557236,0.040640748740100784,0.007883369330453565,10
plsa,cm100k_observed_synthetic,0.003779697624190065,0.0004319654427645789,0.0384774932291131,0.00939524838012959,10
bpoissmf,cm100k_observed_synthetic,0.0025197984161267097,0.0003239740820734342,0.008315334773218141,0.0019438444924406047,10
wrmf,cm100k_observed_synthetic,0.0010799136069114472,0.00010799136069114472,0.024442044636429086,0.005183585313174946,10
wbpr,cm100k_observed_synthetic,0.010619150467962562,0.0012958963282937365,0.04645685488018102,0.010583153347732183,10
