18703384	79063887	0
20707117	79063887	0
29129125	79063887	0
3515924	79063887	0
33051577	79063887	0
31458722	79063887	0
31669415	79063887	0
9341916	79063887	0
30373538	79063887	0
17009268	79063887	0
27271460	79063887	0
21813440	79063887	0
36276912	79063887	0
8973353	79063887	0
15470430	79063887	0
20043657	79063887	0
34161842	79063887	1
21421708	79063887	0
11460728	79063887	0
33050662	79063887	0
32729366	79063887	0
30616889	79063887	0
6330261	79063887	0
32451601	79063887	0
33534455	76118727	0
28079163	76118727	0
32091333	76118727	0
34119079	76118727	0
6363862	76118727	0
34033080	76118727	0
31821733	76118727	0
20306047	76118727	0
29804042	76118727	0
11896941	76118727	0
13908004	76118727	0
24962318	76118727	0
16669322	76118727	0
17751562	29946871	0
35788601	29946871	0
25776424	29946871	0
31508822	29946871	0
30650980	29946871	0
16576843	29946871	0
34685865	29946871	0
32053717	29946871	0
12649980	29946871	0
31669415	29946871	0
27430375	29946871	0
32421567	29946871	0
32223491	29946871	0
32752024	29946871	0
33216143	29946871	0
22326366	85540098	0
30320478	85540098	0
32857440	85540098	0
32922068	85540098	0
28749332	85540098	0
33796775	85540098	0
22669040	85540098	0
19730709	85540098	0
6348382	85540098	0
21294723	85540098	0
5219336	85540098	0
8683596	85540098	0
1908948	85540098	0
18386513	85540098	0
33538351	85540098	0
24204845	85540098	0
34314583	85540098	0
29786784	85540098	0
34459107	85540098	0
24962318	85540098	0
36276954	85540098	0
8116239	85540098	0
32083600	85540098	0
36205091	85369522	0
32475513	85369522	0
14336077	85369522	0
27416379	85369522	0
33658147	85369522	0
19972883	85369522	1
24411974	85369522	0
4381450	85369522	0
6563626	85369522	0
35473106	85369522	0
16024609	85369522	0
28102900	85369522	0
32525845	85369522	0
35881416	85369522	0
29363886	85369522	0
33966194	85369522	0
35805524	85369522	0
31348946	77699618	0
36295352	77699618	0
35249931	77699618	0
21832559	77699618	0
32922068	77699618	0
14561763	77699618	0
29804042	77699618	0
28610534	77699618	0
32752024	77699618	0
33448981	77699618	0
22803285	62945228	0
27988876	62945228	0
29858812	62945228	0
31888345	62945228	1
18540107	62945228	0
32336901	62945228	0
32891267	62945228	0
24033300	62945228	0
14096345	13382403	0
33062879	13382403	0
15572957	13382403	0
24204845	13382403	0
32053642	13382403	0
13663419	13382403	0
34678114	13382403	0
32083600	13382403	0
26157834	13382403	0
21017840	13382403	0
31052562	13382403	0
28456290	13382403	0
16675095	13382403	0
6586249	13382403	0
30721568	13382403	0
30703317	76455835	0
33218045	76455835	1
12975446	76455835	0
32373104	76455835	0
32091333	76455835	0
33714737	76455835	0
15973710	76455835	0
30314224	76455835	0
32210219	76455835	0
28282475	76455835	0
8244525	76455835	0
33127978	76455835	0
33117600	76455835	0
32732290	76455835	0
33274628	76455835	0
29849805	90075069	0
22481487	90075069	0
10199994	90075069	0
32129998	90075069	0
26024737	90075069	0
14561763	90075069	0
19678188	90075069	0
32395068	90075069	0
17698648	90075069	0
28079216	90075069	0
33679206	90075069	0
18703384	56640741	0
29925831	56640741	0
33012457	56640741	1
31901393	56640741	0
29768955	56640741	0
32933819	56640741	0
25003764	56640741	0
18647227	56640741	0
14386965	56640741	0
29518876	56640741	0
6338949	56640741	0
33220892	56640741	0
36276954	56640741	0
24337284	56640741	0
32225529	65645769	0
33031918	65645769	1
31085823	65645769	0
11010793	65645769	0
34201671	65645769	0
6755890	65645769	0
30354268	65645769	0
33630666	65645769	0
33397549	65645769	0
30924853	65645769	0
32223491	65645769	2
31683599	65645769	0
33201928	65645769	0
32084510	65645769	0
32881677	65645769	0
14281946	84208593	0
34062617	84208593	0
29688032	84208593	1
33379739	84208593	0
33231241	84208593	0
29096504	84208593	0
25369889	84208593	0
21017840	84208593	0
9001027	84208593	0
19681988	84208593	0
26527357	84208593	0
15201808	84208593	0
35402130	67785320	0
34093208	67785320	0
12182048	67785320	0
31980158	67785320	0
32373104	67785320	0
28351359	67785320	0
32095928	67785320	0
34846017	67785320	0
32419773	67785320	0
8778599	67785320	0
23976069	67785320	0
16669322	67785320	0
9002396	11277493	0
32233152	11277493	0
26351327	11277493	0
28011002	11277493	0
26957039	11277493	0
22251483	11277493	0
28079163	11277493	0
29881713	11277493	0
33681078	11277493	0
18716362	11277493	0
20180974	11277493	0
34148567	11277493	0
33116138	75296739	0
29308580	75296739	0
30713317	75296739	0
32419773	75296739	0
34797131	75296739	0
16411044	75296739	0
21784877	75296739	0
34678114	75296739	0
9383666	75296739	0
34110358	75296739	0
8047576	75296739	0
11106820	75296739	0
25204525	75296739	0
29964039	75296739	0
13187846	75296739	0
35780859	75296739	0
8778599	75296739	0
34642421	75296739	0
34106387	30692001	0
21417560	30692001	0
30456825	30692001	0
17698648	30692001	0
28102900	30692001	0
29738904	30692001	0
32083600	30692001	0
31130954	30692001	0
33664662	30692001	0
30014319	30692001	0
32603741	30692001	0
16576843	30692001	0
8123842	30692001	0
29571331	30692001	0
32395068	30692001	0
30571342	78595139	0
30043770	78595139	0
19740138	78595139	0
28102900	78595139	0
29786784	78595139	0
18985376	69551279	0
24311529	69551279	0
14225147	69551279	0
36256898	69551279	0
26553506	69551279	0
30471957	69551279	1
16798302	69551279	0
35811010	69551279	0
28720055	37934501	0
14225147	37934501	0
1966113	37934501	0
34368611	37934501	0
36114769	37934501	0
31851619	37934501	0
33475675	37934501	1
30398579	37934501	0
33306156	37934501	0
21390505	37934501	0
30721568	37934501	0
33025805	37934501	0
19985553	84085449	0
6330705	84085449	0
7120724	84085449	0
21421708	84085449	0
28351359	84085449	0
33327520	84085449	0
29642791	84085449	0
25569635	84085449	0
31415482	84085449	0
29593253	84085449	0
10895566	84085449	0
33240837	84085449	0
30772188	63816989	0
34093208	63816989	0
33432034	63816989	0
18219069	63816989	0
15908407	63816989	0
14046366	63816989	0
6331703	63816989	0
34479185	63816989	0
30325822	63816989	0
12348356	63816989	0
30610730	63816989	0
21084096	6739525	0
13401030	6739525	0
34782004	6739525	0
33165899	6739525	0
29155723	6739525	0
32095928	6739525	0
21788954	6739525	0
27166920	6739525	0
18588906	6739525	0
22295894	2555176	0
25818136	2555176	0
32084861	2555176	0
22481487	2555176	0
18531635	2555176	0
11001610	2555176	0
35787023	2555176	0
6335568	2555176	0
35818768	2555176	0
30196616	2555176	0
31956791	2555176	0
36324978	2555176	0
27494777	2555176	0
23144069	2555176	0
18960682	4566336	0
31085823	4566336	0
18906895	4566336	0
32210219	4566336	0
26351327	4566336	0
30401050	4566336	0
35831037	4566336	0
32845855	4566336	0
32923906	4566336	0
36232543	4566336	0
25775728	4566336	0
33238902	68091989	0
29570140	68091989	0
14225147	68091989	0
23889858	68091989	0
9557163	68091989	0
33871800	68091989	0
28465267	68091989	0
20306047	68091989	1
35108698	68091989	0
34347995	68091989	0
33117600	68091989	0
24962318	68091989	0
11005606	43430201	0
14096345	43430201	0
22803285	43430201	0
30088274	43430201	0
28128411	43430201	0
30744687	43430201	0
32359470	43430201	0
33219756	43430201	0
28102900	43430201	0
33327520	43430201	2
34314583	43430201	1
10798016	43430201	0
30729767	43430201	0
10464405	90117913	0
34520320	90117913	0
18433597	90117913	0
31085823	90117913	0
33306156	90117913	0
21788954	90117913	0
15904260	90117913	0
32083600	90117913	0
14096345	936457	0
22454517	936457	1
30195696	936457	0
18588873	936457	0
17345877	936457	0
8116239	936457	0
12505157	936457	0
33116138	9240886	0
33031918	9240886	1
33325391	9240886	0
20818028	9240886	0
32336901	9240886	0
35956438	9240886	1
30445265	60992209	0
29328950	60992209	0
12874324	60992209	0
33012457	60992209	1
33129190	60992209	0
10199994	60992209	0
27779845	60992209	1
30713317	60992209	0
33162830	60992209	0
31220201	60992209	0
31623508	60992209	0
17689905	60992209	0
21963685	60992209	0
32648861	60992209	0
33894279	73626918	0
32049531	73626918	0
2112439	73626918	0
36296882	73626918	0
33397209	73626918	1
30125175	73626918	0
23930372	73626918	0
32752024	73626918	0
34392821	73626918	0
18960682	12220488	0
34520320	12220488	0
31170042	12220488	0
18531635	12220488	0
6342862	12220488	0
30420843	12220488	0
30248714	12220488	0
5870728	12220488	0
16180139	12220488	0
31348946	12668977	0
